page,strip,panel,panel_area,text_area
993,2,2,24208,6550
993,2,3,24920,2889
994,0,0,25239,5158
994,0,1,24660,9431
994,0,2,24660,6918
994,0,3,25560,9154
994,1,0,100419,13040
994,2,0,24780,2528
994,2,1,32752,3369
994,2,2,13629,0
994,2,3,24957,4008
995,0,0,249060,25357
996,0,0,49046,11358
996,0,1,24920,3595
996,0,2,24564,6102
996,1,0,24920,3246
996,1,1,48772,12839
996,1,2,25276,6843
996,2,0,25239,6233
996,2,1,48867,9757
996,2,2,25098,4130
997,0,0,25200,5839
997,0,1,24660,5512
997,0,2,24934,4208
997,0,3,25662,3929
997,1,0,25060,3927
997,1,1,24523,1895
997,1,2,50478,6636
997,2,0,24920,2745
997,2,1,48416,9754
997,2,2,25098,2886
998,0,0,248352,21170
998,1,0,70924,320
999,0,0,100419,4237
999,1,0,24920,3937
999,1,1,49140,11216
999,1,2,25380,4358
999,2,0,33099,7032
999,2,1,32757,3149
999,2,2,33652,11085
1000,0,0,24702,0
1000,0,1,24523,784
1000,0,2,25276,3806
1000,0,3,25098,3072
1000,1,0,25200,3038
1000,1,1,24660,7667
1000,1,2,24660,6912
1000,1,3,25560,4552
1000,2,0,49383,5891
1000,2,1,50091,3423
1001,0,0,253128,23311
1002,0,0,49840,3154
1002,0,1,24208,7917
1002,0,2,25276,2885
1002,1,0,66427,0
1002,1,1,34752,1116
1002,2,0,50196,0
1002,2,1,24208,368
1002,2,2,25276,4044
1003,0,0,49860,3218
1003,0,1,50580,4958
1003,1,0,25380,1995
1003,1,1,49140,10107
1003,1,2,25380,1795
1003,2,0,24920,3765
1003,2,1,24208,6696
1003,2,2,24603,4789
1003,2,3,25134,2396
1004,0,0,193440,41059
1004,0,1,160208,34209
1004,0,2,53248,7213
1004,0,3,51584,6969
1005,0,0,75420,0
1005,0,1,25380,2477
1005,1,0,25380,0
1005,1,1,24840,0
1005,1,2,25200,0
1005,1,3,25380,2678
1005,2,0,101160,1694
1006,0,0,24702,10725
1006,0,1,25239,6104
1006,0,2,25239,1555
1006,0,3,24881,6081
1006,1,0,50400,5060
1006,1,1,24840,5397
1006,1,2,25560,7911
1006,2,0,19293,322
1006,2,1,19293,0
1006,2,2,19116,0
1006,2,3,19293,1975
1006,2,4,21240,3141
1007,0,0,58375,6608
1007,0,1,130848,6647
1007,0,2,15875,0
1007,1,0,172550,598
1008,0,0,25239,1616
1008,0,1,24344,7545
1008,0,2,50018,6863
1008,1,0,33294,6465
1008,1,1,33115,4786
1008,1,2,33473,3490
1008,2,0,25098,3468
1008,2,1,74404,6564
1009,0,0,25239,5479
1009,0,1,24344,4002
1009,0,2,24523,3712
1009,0,3,25597,5214
1009,1,0,58282,4002
1009,1,1,42535,4074
1009,2,0,99474,5047
1010,0,0,52318,11164
1010,0,1,32683,6079
1010,0,2,34713,6442
1010,1,0,29172,3342
1010,1,1,33813,3927
1010,1,2,29172,3702
1010,1,3,37840,7980
1011,0,0,29322,5396
1011,0,1,44526,712
1011,0,2,26245,3167
1011,1,0,33831,3755
1011,1,1,32936,5325
1011,1,2,33652,1006
1011,2,0,24464,3228
1011,2,1,48321,3291
1011,2,2,25134,5210
1012,0,0,25060,5457
1012,0,1,49046,13475
1012,0,2,25776,6113
1012,1,0,24742,4719
1012,1,1,49046,9723
1012,1,2,25418,4007
1012,2,0,27258,0
1012,2,1,36816,3994
1012,2,2,33453,3857
1013,0,0,153768,24457
1013,1,0,37785,7498
1013,1,1,40425,4256
1013,1,2,18810,4282
1014,0,0,73870,14022
1014,0,1,25276,2390
1014,1,0,25418,1334
1014,1,1,24344,3784
1014,1,2,22250,7029
1014,1,3,25276,4481
1014,2,0,24386,0
1014,2,1,24386,0
1014,2,2,25098,6323
1014,2,3,24780,8038
1015,0,0,24920,3552
1015,0,1,24386,6630
1015,0,2,24030,6869
1015,0,3,24957,8317
1015,1,0,25060,7351
1015,1,1,24660,6056
1015,1,2,25159,5568
1015,1,3,25702,7805
1015,2,0,24780,3871
1015,2,1,48772,8897
1015,2,2,25276,3288
1016,0,0,189210,47406
1016,1,0,15180,987
1016,1,1,49830,9132
1017,0,0,25239,2380
1017,0,1,24523,4068
1017,0,2,24523,5263
1017,0,3,25098,2812
1017,1,0,25060,1555
1017,1,1,48509,14939
1017,1,2,25454,6140
1017,2,0,24816,2900
1017,2,1,24112,3514
1017,2,2,24603,2893
1017,2,3,24426,1597
1018,0,0,25060,2113
1018,0,1,48960,4094
1018,0,2,25740,2606
1018,1,0,25060,3684
1018,1,1,24523,4738
1018,1,2,24564,0
1018,1,3,24920,6083
1018,2,0,33108,3909
1018,2,1,32757,0
1018,2,2,33473,4662
1019,0,0,253470,8094
1020,0,0,24920,3433
1020,0,1,24386,4918
1020,0,2,24564,3674
1020,0,3,25098,4760
1020,1,0,25200,3737
1020,1,1,48960,11018
1020,1,2,24920,6348
1020,2,0,25134,2289
1020,2,1,24072,3755
1020,2,2,24426,2613
1020,2,3,24957,6364
1021,0,0,25418,5820
1021,0,1,24344,2734
1021,0,2,24702,0
1021,0,3,25418,1034
1021,1,0,25060,5606
1021,1,1,24344,3272
1021,1,2,24660,9515
1021,1,3,25560,3095
1021,2,0,24780,5359
1021,2,1,24072,2980
1021,2,2,24072,8412
1021,2,3,25134,3370
1022,0,0,21376,585
1022,0,1,247281,13128
1022,0,2,49098,960
1022,0,3,27722,3510
1023,0,0,24702,3096
1023,0,1,25418,10414
1023,0,2,25060,4021
1023,0,3,21480,8048
1023,1,0,25060,4080
1023,1,1,48688,17940
1023,1,2,25418,7603
1023,2,0,24957,5638
1023,2,1,24072,7396
1023,2,2,24249,5547
1023,2,3,24957,7722
1024,0,0,25098,8960
1024,0,1,24165,8550
1024,0,2,24523,0
1024,0,3,25060,6130
1024,1,0,25060,9256
1024,1,1,24660,7555
1024,1,2,24840,7143
1024,1,3,24881,6058
1024,2,0,49404,9838
1024,2,1,50120,2919
1025,0,0,27048,8423
1025,0,1,81696,9262
1025,1,0,65340,6446
1025,1,1,77924,8324
1026,0,0,100419,16005
1026,1,0,27590,8308
1026,1,1,71378,2506
1026,2,0,24464,8650
1026,2,1,48321,11308
1026,2,2,24780,9896
1027,0,0,25060,3270
1027,0,1,24702,2917
1027,0,2,22375,0
1027,0,3,25098,2227
1027,1,0,25239,5549
1027,1,1,24523,6413
1027,1,2,24702,4528
1027,1,3,25239,3708
1027,2,0,24780,4218
1027,2,1,24072,6589
1027,2,2,24603,8223
1027,2,3,24957,4724
1028,0,0,176418,20423
1028,1,0,71280,2089
1029,0,0,73569,2256
1029,0,1,25239,4476
1029,1,0,18868,4295
1029,1,1,25098,2805
1029,1,2,24780,5495
1029,1,3,27435,4446
1029,2,0,32922,6641
1029,2,1,32568,4416
1029,2,2,32922,4937
1030,0,0,24386,2176
1030,0,1,50018,3722
1030,0,2,24957,3446
1030,1,0,17900,0
1030,1,1,34547,0
1030,1,2,17444,0
1030,1,3,29014,5756
1030,2,0,98943,5384
1031,0,0,63558,8684
1031,0,1,22154,0
1031,0,2,28196,0
1031,0,3,11554,0
1031,0,4,43472,0
1031,0,5,79664,7601
1032,0,0,25702,6617
1032,0,1,49956,12844
1032,0,2,25380,2342
1032,1,0,25239,2260
1032,1,1,24702,6369
1032,1,2,23852,9464
1032,1,3,25276,7032
1032,2,0,22000,4845
1032,2,1,26400,9455
1032,2,2,49632,10037
1033,0,0,25098,4069
1033,0,1,48594,13869
1033,0,2,24780,4827
1033,1,0,25060,1712
1033,1,1,48867,8849
1033,1,2,25597,3347
1033,2,0,25098,3210
1033,2,1,24386,5820
1033,2,2,49383,5991
1034,0,0,254748,25060
1035,0,0,25060,0
1035,0,1,24344,0
1035,0,2,24523,8083
1035,0,3,25239,2662
1035,1,0,74464,16030
1035,1,1,25239,3650
1035,2,0,24675,2291
1035,2,1,24112,7191
1035,2,2,23936,5219
1035,2,3,24640,3763
1036,0,0,24957,3337
1036,0,1,48321,14269
1036,0,2,25134,8638
1036,1,0,25060,360
1036,1,1,49140,10198
1036,1,2,25380,7456
1036,2,0,24920,4771
1036,2,1,74226,6490
1037,0,0,41736,13396
1037,0,1,20727,4050
1037,0,2,21009,4310
1037,0,3,20860,3605
1037,0,4,20300,6932
1037,0,5,20433,5309
1037,0,6,20572,6530
1037,0,7,21170,0
1037,0,8,21460,1001
1037,0,9,21164,6375
1037,0,10,20880,1780
1038,0,0,33652,4699
1038,0,1,32220,5238
1038,0,2,33473,7173
1038,1,0,50120,9468
1038,1,1,24523,4518
1038,1,2,25239,2243
1038,2,0,30798,1705
1038,2,1,40533,7669
1038,2,2,26196,2623
1039,0,0,25883,6912
1039,0,1,49232,9873
1039,0,2,25200,4379
1039,1,0,33115,6371
1039,1,1,32578,0
1039,1,2,33294,175
1039,2,0,33642,4499
1039,2,1,66394,3002
1040,0,0,118206,19468
1040,0,1,251262,36777
1040,0,2,117018,19399
1041,0,0,24564,2126
1041,0,1,49484,1874
1041,0,2,24920,5357
1041,1,0,24840,2046
1041,1,1,49680,7969
1041,1,2,25239,384
1041,2,0,24426,4125
1041,2,1,48144,9641
1041,2,2,25311,5069
1042,0,0,19224,840
1042,0,1,19402,0
1042,0,2,19402,0
1042,0,3,19293,0
1042,0,4,21063,2277
1042,1,0,49583,7584
1042,1,1,49762,2506
1042,2,0,25239,611
1042,2,1,49046,3895
1042,2,2,25098,1597
1043,0,0,252875,24728
1044,0,0,33286,7920
1044,0,1,32396,5940
1044,0,2,32745,3782
1044,1,0,50040,1984
1044,1,1,50220,3495
1044,2,0,16284,432
1044,2,1,20178,5764
1044,2,2,44604,2414
1044,2,3,16815,640
1045,0,0,25239,2505
1045,0,1,48688,5011
1045,0,2,25239,4417
1045,1,0,25098,3091
1045,1,1,24208,5327
1045,1,2,24344,4979
1045,1,3,24920,6029
1045,2,0,24603,2598
1045,2,1,24208,4182
1045,2,2,24564,0
1045,2,3,25134,1813
1046,0,0,24568,4190
1046,0,1,63196,9287
1046,1,0,163944,12530
1046,1,1,23240,1550
1046,1,2,74368,4999
1047,0,0,24881,3159
1047,0,1,49046,13360
1047,0,2,24742,4566
1047,1,0,25020,5968
1047,1,1,24660,6130
1047,1,2,22860,0
1047,1,3,25020,7066
1047,2,0,24920,4911
1047,2,1,47882,8168
1047,2,2,24816,3450
1048,0,0,25418,5848
1048,0,1,27566,3139
1048,0,2,18690,1759
1048,0,3,24957,6765
1048,1,0,25340,6559
1048,1,1,24616,6552
1048,1,2,24840,7867
1048,1,3,25239,6599
1048,2,0,24920,5466
1048,2,1,24386,5550
1048,2,2,49484,4609
1049,0,0,22892,7596
1049,0,1,12019,0
1049,0,2,11543,378
1049,0,3,11424,3366
1049,0,4,12036,1762
1049,0,5,11520,2844
1049,0,6,11616,1092
1049,0,7,12221,0
1049,0,8,11737,1798
1049,0,9,11616,1173
1049,0,10,12342,1420
1049,0,11,100893,7298
1049,0,12,104475,7301
1050,0,0,25098,4977
1050,0,1,48594,9669
1050,0,2,25098,4136
1050,1,0,25200,5433
1050,1,1,49140,14069
1050,1,2,25239,3910
1050,2,0,24957,8286
1050,2,1,24249,5835
1050,2,2,24249,4950
1050,2,3,25134,6328
1051,0,0,50220,28154
1051,0,1,24840,9528
1051,0,2,25380,5475
1051,1,0,24523,5207
1051,1,1,25418,8417
1051,1,2,25060,2803
1051,1,3,21659,7064
1051,2,0,25060,6664
1051,2,1,24344,7234
1051,2,2,23852,8770
1051,2,3,25311,6772
1052,0,0,25064,7165
1052,0,1,35360,0
1052,1,0,190124,8945
1053,0,0,49941,7307
1053,0,1,24881,6523
1053,0,2,24920,5042
1053,1,0,24603,6820
1053,1,1,24386,7100
1053,1,2,24564,3942
1053,1,3,25098,756
1053,2,0,24957,4002
1053,2,1,24208,1869
1053,2,2,24564,2694
1053,2,3,24603,4195
1054,0,0,24702,0
1054,0,1,25060,6480
1054,0,2,25098,5166
1054,0,3,24386,4916
1054,1,0,25200,2027
1054,1,1,24797,4861
1054,1,2,50680,2158
1054,2,0,24780,2851
1054,2,1,24426,5358
1054,2,2,24603,0
1054,2,3,24957,221
1055,0,0,176416,7770
1055,1,0,34320,2573
1055,1,1,42510,3471
1056,0,0,25702,2096
1056,0,1,24978,3993
1056,0,2,24840,5521
1056,0,3,25380,3533
1056,1,0,25521,3088
1056,1,1,24978,4369
1056,1,2,50040,9695
1056,2,0,25098,4930
1056,2,1,24564,4627
1056,2,2,24564,6514
1056,2,3,25276,6839
1057,0,0,33847,6479
1057,0,1,33123,7197
1057,0,2,34020,8224
1057,1,0,24920,3074
1057,1,1,48950,9059
1057,1,2,24920,4914
1057,2,0,24816,3658
1057,2,1,24426,8984
1057,2,2,24426,0
1057,2,3,24464,5890
1058,0,0,13068,4440
1058,0,1,20374,336
1058,0,2,17787,4080
1058,0,3,18150,2224
1058,0,4,17110,1239
1058,0,5,17346,2199
1058,0,6,17582,1669
1058,0,7,15288,1108
1058,0,8,17346,3315
1058,0,9,17228,2019
1058,0,10,17346,2356
1058,0,11,15347,2946
1058,0,12,34692,6341
1058,0,13,17582,4485
1058,0,14,17199,1370
1059,0,0,33642,9046
1059,0,1,32218,6546
1059,0,2,32745,6146
1059,1,0,25159,2804
1059,1,1,49686,15026
1059,1,2,25521,4445
1059,2,0,26373,1514
1059,2,1,40002,5690
1059,2,2,29913,3256
1060,0,0,66051,14047
1060,0,1,33294,3400
1060,1,0,19332,2934
1060,1,1,19869,3483
1060,1,2,19511,3139
1060,1,3,40454,6096
1060,2,0,24881,1558
1060,2,1,48867,4530
1060,2,2,24920,4972
1061,0,0,50562,7702
1061,0,1,12508,0
1061,0,2,12508,0
1061,0,3,12720,0
1061,0,4,12508,0
1061,0,5,12285,204
1061,0,6,12390,0
1061,0,7,12376,0
1061,0,8,12376,0
1061,0,9,12051,0
1061,0,10,12051,0
1061,0,11,12154,0
1061,0,12,12402,0
1061,0,13,12519,0
1061,0,14,12626,0
1061,0,15,12626,0
1061,0,16,12626,0
1062,0,0,33120,12826
1062,0,1,33660,4206
1062,0,2,33652,2504
1062,1,0,25239,4192
1062,1,1,24523,6707
1062,1,2,28302,1469
1062,1,3,19402,2518
1062,2,0,25239,4209
1062,2,1,28461,8309
1062,2,2,18156,4938
1062,2,3,25276,6176
1063,0,0,33652,5780
1063,0,1,32936,8262
1063,0,2,33652,5616
1063,1,0,24702,2658
1063,1,1,24523,5561
1063,1,2,24480,5384
1063,1,3,25920,5822
1063,2,0,24603,9112
1063,2,1,24426,0
1063,2,2,24249,10180
1063,2,3,25134,4554
1064,0,0,115818,21542
1064,1,0,34336,9518
1064,1,1,27608,5561
1064,1,2,74844,14274
1065,0,0,25060,0
1065,0,1,24660,0
1065,0,2,25116,5166
1065,0,3,25521,5184
1065,1,0,25060,1565
1065,1,1,24120,10701
1065,1,2,24702,7933
1065,1,3,25060,2953
1065,2,0,24464,2200
1065,2,1,48048,11952
1065,2,2,24640,4232
1066,0,0,25060,3554
1066,0,1,24702,7432
1066,0,2,24702,7220
1066,0,3,25239,7780
1066,1,0,21771,3547
1066,1,1,50622,10801
1066,1,2,25134,4796
1066,2,0,100214,18881
1067,0,0,25020,4581
1067,0,1,25020,1374
1067,0,2,50220,0
1067,1,0,25200,4638
1067,1,1,49140,10714
1067,1,2,25200,3032
1067,2,0,32757,492
1067,2,1,33652,4092
1067,2,2,33276,4031
1068,0,0,256113,45963
1068,0,1,90744,14720
1069,0,0,25239,0
1069,0,1,24702,0
1069,0,2,24523,0
1069,0,3,25239,0
1069,1,0,24840,2902
1069,1,1,50220,2415
1069,1,2,24881,2591
1069,2,0,32757,3565
1069,2,1,33652,1938
1069,2,2,33108,2824
1070,0,0,25060,2167
1070,0,1,49046,0
1070,0,2,25418,4658
1070,1,0,25521,6555
1070,1,1,49594,7524
1070,1,2,25200,2404
1070,2,0,25134,5909
1070,2,1,48321,16853
1070,2,2,25134,7703
1071,0,0,255516,13472
1072,0,0,24840,3808
1072,0,1,49680,0
1072,0,2,25920,8219
1072,1,0,33473,3605
1072,1,1,32757,2262
1072,1,2,33294,6758
1072,2,0,24920,2800
1072,2,1,24386,6776
1072,2,2,24564,2160
1072,2,3,24920,4170
1073,0,0,33294,7062
1073,0,1,33120,10540
1073,0,2,33660,3850
1073,1,0,65872,13191
1073,1,1,33652,11798
1073,2,0,24780,2878
1073,2,1,24426,4690
1073,2,2,24072,4110
1073,2,3,24957,0
1074,0,0,256710,28835
1075,0,0,33473,5184
1075,0,1,66946,6879
1075,1,0,49662,9131
1075,1,1,49840,3469
1075,2,0,32574,5667
1075,2,1,33099,3869
1075,2,2,33276,3955
1076,0,0,25239,3254
1076,0,1,24523,0
1076,0,2,24742,4046
1076,0,3,25098,2908
1076,1,0,25380,4235
1076,1,1,24480,3183
1076,1,2,24480,5111
1076,1,3,25380,3591
1076,2,0,24920,1080
1076,2,1,24920,925
1076,2,2,24564,1446
1076,2,3,25276,5756
1077,0,0,35416,0
1077,0,1,103219,12600
1077,1,0,101616,8730
1077,1,1,35960,4679
1078,0,0,25200,0
1078,0,1,49320,6615
1078,0,2,25200,442
1078,1,0,25200,0
1078,1,1,24660,4283
1078,1,2,24344,4367
1078,1,3,25239,0
1078,2,0,24780,3839
1078,2,1,23010,7143
1078,2,2,24112,3166
1078,2,3,24992,2478
1079,0,0,24881,3300
1079,0,1,24702,3357
1079,0,2,49941,2940
1079,1,0,100980,4780
1079,2,0,33286,1840
1079,2,1,33108,7698
1079,2,2,33286,5603
1080,0,0,186516,6215
1080,1,0,33880,1028
1080,1,1,30910,3147
1081,0,0,25380,2155
1081,0,1,49320,16279
1081,0,2,25418,873
1081,1,0,49140,7696
1081,1,1,25380,6575
1081,1,2,24702,2032
1081,2,0,33108,0
1081,2,1,66038,2034
1082,0,0,33840,7062
1082,0,1,33123,9648
1082,0,2,33840,5103
1082,1,0,33652,5358
1082,1,1,66230,10166
1082,2,0,24957,0
1082,2,1,48594,4180
1082,2,2,25276,6602
1083,0,0,20079,750
1083,0,1,93060,9343
1083,0,2,81952,2694
1083,0,3,22325,897
1083,1,0,36828,672
1083,1,1,35717,1480
1083,1,2,37014,2455
1084,0,0,25060,3724
1084,0,1,48867,16126
1084,0,2,25597,3582
1084,1,0,25060,3698
1084,1,1,24702,4023
1084,1,2,22554,5187
1084,1,3,25276,6008
1084,2,0,24920,4247
1084,2,1,49046,6895
1084,2,2,25060,2435
1085,0,0,24881,3513
1085,0,1,49225,9554
1085,0,2,25060,2914
1085,1,0,24881,0
1085,1,1,24702,3405
1085,1,2,24386,0
1085,1,3,25098,4361
1085,2,0,33108,3516
1085,2,1,32752,3322
1085,2,2,33108,6240
1086,0,0,84973,6289
1086,0,1,166992,20664
1086,0,2,166566,21206
1086,0,3,166103,21093
1086,1,0,45500,3931
1086,1,1,22620,1092
1087,0,0,24480,0
1087,0,1,25200,7322
1087,0,2,25776,2878
1087,0,3,23270,0
1087,1,0,25239,2878
1087,1,1,24523,8327
1087,1,2,24564,7059
1087,1,3,25276,6000
1087,2,0,31683,7957
1087,2,1,33099,7684
1087,2,2,33088,1750
1088,0,0,25020,0
1088,0,1,24840,6250
1088,0,2,24480,3457
1088,0,3,25740,2236
1088,1,0,100980,7058
1088,2,0,24603,2363
1088,2,1,24208,720
1088,2,2,49737,1784
1089,0,0,31779,13600
1089,0,1,15622,4631
1089,0,2,15900,4583
1089,0,3,15496,4450
1089,0,4,15080,4227
1089,0,5,15184,1968
1089,0,6,15392,2570
1089,0,7,15450,4414
1089,0,8,14935,3685
1089,0,9,15141,4573
1089,0,10,15244,3848
1089,0,11,15836,4406
1089,0,12,15515,1324
1089,0,13,15515,4483
1089,0,14,15943,3686
1090,0,0,25340,8496
1090,0,1,24978,6922
1090,0,2,25116,11244
1090,0,3,25844,6361
1090,1,0,33300,10644
1090,1,1,33300,12027
1090,1,2,33840,4904
1090,2,0,24742,7586
1090,2,1,24386,4382
1090,2,2,24564,5823
1090,2,3,24920,2321
1091,0,0,28620,10763
1091,0,1,25020,4974
1091,0,2,25060,7894
1091,0,3,18974,6170
1091,1,0,23760,6597
1091,1,1,24840,3358
1091,1,2,25200,7810
1091,1,3,25239,6716
1091,2,0,33473,11659
1091,2,1,33294,7757
1091,2,2,33464,4578
1092,0,0,255583,43907
1092,0,1,108519,21013
1093,0,0,25521,6116
1093,0,1,49868,12640
1093,0,2,25662,5050
1093,1,0,33473,4204
1093,1,1,33120,8523
1093,1,2,34020,6716
1093,2,0,25239,4863
1093,2,1,24702,1756
1093,2,2,24660,3901
1093,2,3,25060,6000
1094,0,0,25200,3426
1094,0,1,24840,9284
1094,0,2,24660,8358
1094,0,3,25200,6329
1094,1,0,25200,9648
1094,1,1,49500,6117
1094,1,2,25380,8631
1094,2,0,24840,6679
1094,2,1,24660,3775
1094,2,2,25560,3091
1094,2,3,25239,6691
1095,0,0,24856,8673
1095,0,1,12495,0
1095,0,2,12168,0
1095,0,3,12168,0
1095,0,4,12733,0
1095,0,5,12626,460
1095,0,6,12508,0
1095,0,7,12519,0
1095,0,8,12626,0
1095,0,9,12257,0
1095,0,10,12154,0
1095,0,11,12154,0
1095,0,12,11845,0
1095,0,13,12051,1358
1095,0,14,12862,0
1095,0,15,12753,0
1095,0,16,12753,110
1095,0,17,12644,0
1095,0,18,12753,3858
1096,0,0,25239,5186
1096,0,1,24660,6727
1096,0,2,24840,3553
1096,0,3,25200,4769
1096,1,0,58282,13830
1096,1,1,42354,5363
1096,2,0,25060,12007
1096,2,1,49046,0
1096,2,2,25098,8302
1097,0,0,25020,546
1097,0,1,25200,6166
1097,0,2,25380,3336
1097,0,3,24660,5404
1097,1,0,49140,15428
1097,1,1,25740,5048
1097,1,2,25239,4091
1097,2,0,24660,5244
1097,2,1,50299,3538
1097,2,2,25060,4454
1098,0,0,48204,10271
1098,0,1,43524,4169
1098,0,2,43212,4119
1098,1,0,159460,11384
1099,0,0,100777,2940
1099,0,1,100620,2925
1099,1,0,19440,0
1099,1,1,19800,0
1099,1,2,19620,0
1099,1,3,19511,0
1099,1,4,21301,4818
1099,2,0,25098,3182
1099,2,1,24742,4778
1099,2,2,24249,1395
1099,2,3,24957,2789
1100,0,0,33480,6339
1100,0,1,33120,2856
1100,0,2,34020,2505
1100,1,0,25200,0
1100,1,1,22860,1986
1100,1,2,24660,864
1100,1,3,25239,1062
1100,2,0,33642,6619
1100,2,1,32574,5796
1100,2,2,32922,1606
1101,0,0,255255,31821
1102,0,0,25060,4914
1102,0,1,24660,4343
1102,0,2,24840,6348
1102,0,3,25020,2222
1102,1,0,25020,7327
1102,1,1,21060,5145
1102,1,2,25380,1886
1102,1,3,24881,3834
1102,2,0,33473,2223
1102,2,1,32936,5003
1102,2,2,33642,5732
1103,0,0,25020,3992
1103,0,1,28598,4185
1103,0,2,46080,12535
1103,1,0,33294,0
1103,1,1,32757,0
1103,1,2,33831,1989
1103,2,0,32745,3399
1103,2,1,32214,4043
1103,2,2,33630,5399
1104,0,0,244816,28400
1105,0,0,33294,3636
1105,0,1,32936,5198
1105,0,2,33473,6100
1105,1,0,33123,2486
1105,1,1,33840,1835
1105,1,2,33660,2934
1105,2,0,24208,0
1105,2,1,24386,0
1105,2,2,25098,3140
1105,2,3,24780,0
1106,0,0,33294,5541
1106,0,1,33120,1217
1106,0,2,33840,3102
1106,1,0,25020,2456
1106,1,1,49320,1441
1106,1,2,25098,3099
1106,2,0,30096,2589
1106,2,1,34672,2988
1106,2,2,33088,2943
1107,0,0,51604,10920
1107,0,1,18720,4055
1107,0,2,19110,5296
1107,0,3,24180,6375
1107,1,0,27776,7606
1107,1,1,66402,9322
1107,1,2,29729,4654
1108,0,0,25060,3188
1108,0,1,49762,13094
1108,0,2,25060,5576
1108,1,0,49775,8678
1108,1,1,25560,4406
1108,1,2,25380,5026
1108,2,0,24742,0
1108,2,1,24386,3915
1108,2,2,24249,0
1108,2,3,24957,6548
1109,0,0,33652,4083
1109,0,1,32936,4575
1109,0,2,33642,2962
1109,1,0,25560,2471
1109,1,1,24840,7344
1109,1,2,23091,7392
1109,1,3,25597,3552
1109,2,0,33115,1190
1109,2,1,33652,3647
1109,2,2,33108,5076
1110,0,0,38836,0
1110,0,1,29792,5561
1110,0,2,56392,12377
1110,0,3,28035,5868
1110,0,4,28728,5582
1110,0,5,29792,5385
1110,0,6,29792,5385
1110,1,0,81972,0
1110,1,1,81972,0
1111,0,0,49320,8674
1111,0,1,25239,6425
1111,0,2,25060,2180
1111,1,0,49140,12356
1111,1,1,25560,6500
1111,1,2,24702,4058
1111,2,0,25560,4150
1111,2,1,49140,17603
1111,2,2,25060,7884
1112,0,0,25380,4029
1112,0,1,48960,8347
1112,0,2,25560,3647
1112,1,0,33660,2986
1112,1,1,32940,4743
1112,1,2,34200,5825
1112,2,0,33820,3779
1112,2,1,32574,2320
1112,2,2,33464,930
1113,0,0,105315,17219
1113,0,1,27776,1924
1113,0,2,118313,1468
1113,0,3,25792,0
1113,0,4,17100,0
1113,0,5,46341,1649
1114,0,0,25060,5168
1114,0,1,24840,3335
1114,0,2,24797,7278
1114,0,3,25521,2394
1114,1,0,25159,0
1114,1,1,49413,0
1114,1,2,25702,3847
1114,2,0,33108,4522
1114,2,1,32757,0
1114,2,2,33473,2809
1115,0,0,24881,5414
1115,0,1,24702,5798
1115,0,2,24564,4198
1115,0,3,24742,6046
1115,1,0,25200,6033
1115,1,1,24660,7952
1115,1,2,24702,0
1115,1,3,25418,1591
1115,2,0,25098,5741
1115,2,1,24386,2360
1115,2,2,24208,3123
1115,2,3,25134,5128
1116,0,0,23010,0
1116,0,1,23205,0
1116,0,2,22425,0
1116,0,3,22620,0
1116,0,4,22425,0
1116,1,0,23128,0
1116,1,1,22540,0
1116,1,2,22932,0
1116,1,3,22540,0
1116,1,4,23010,0
1117,0,0,25380,4930
1117,0,1,49320,9295
1117,0,2,25200,9213
1117,1,0,24840,0
1117,1,1,25020,6656
1117,1,2,24920,2658
1117,1,3,24523,3228
1117,2,0,25239,3979
1117,2,1,24702,3343
1117,2,2,24564,4142
1117,2,3,24920,3186
1118,0,0,33294,5888
1118,0,1,32940,6948
1118,0,2,33840,4209
1118,1,0,101541,2963
1118,2,0,33286,2314
1118,2,1,32930,3608
1118,2,2,33108,418
1119,0,0,199064,24882
1119,1,0,53044,744
1120,0,0,25060,4741
1120,0,1,20048,7754
1120,0,2,28282,8150
1120,0,3,25239,4362
1120,1,0,24742,2078
1120,1,1,24344,9003
1120,1,2,24344,6002
1120,1,3,24920,5956
1120,2,0,19580,0
1120,2,1,38270,6519
1120,2,2,19046,0
1120,2,3,21063,782
1121,0,0,24426,0
1121,0,1,23895,4244
1121,0,2,24072,0
1121,0,3,24603,1892
1121,1,0,33115,2244
1121,1,1,32220,6171
1121,1,2,33115,630
1121,2,0,99858,4794
1122,0,0,11136,0
1122,0,1,11008,0
1122,0,2,53504,7513
1122,0,3,70686,9598
1122,0,4,37230,26112
1122,0,5,23630,3532
1122,0,6,36890,5136
1123,0,0,25380,0
1123,0,1,24660,0
1123,0,2,24660,0
1123,0,3,25380,5223
1123,1,0,49594,4530
1123,1,1,25200,3639
1123,1,2,25200,4412
1123,2,0,25098,6100
1123,2,1,24208,3408
1123,2,2,24208,0
1123,2,3,24920,6351
1124,0,0,73692,7077
1124,0,1,24920,3191
1124,1,0,33473,5841
1124,1,1,32757,1716
1124,1,2,33652,2244
1124,2,0,25060,0
1124,2,1,24660,0
1124,2,2,24523,1066
1124,2,3,25239,5319
1125,0,0,254826,19441
1126,0,0,25060,4739
1126,0,1,24660,4822
1126,0,2,24480,11844
1126,0,3,25380,4603
1126,1,0,24881,3704
1126,1,1,48867,15612
1126,1,2,25060,4441
1126,2,0,24742,3222
1126,2,1,24564,8143
1126,2,2,24386,6925
1126,2,3,24780,3814
1127,0,0,25098,3833
